Date,Open,High,Low,Close,Volume,ema_20,ema_50,ema_100,rsi_14,rsi_change,macd,macd_signal,macd_hist,bb_percent,bb_width,obv,obv_slope,adx,plus_di,minus_di
2010-03-26,17481.9609375,17682.939453125,17337.380859375,17644.759765625,51600,16770.930659445185,15751.332101218783,15442.126974252382,62.005803573383304,0.5119776547017665,401.9947742557233,427.18894058295575,-25.194166327232438,0.8434457645931736,12.355797921913538,14.731401609977073,10.851296331126829,17.377380546751493,26.19855658616749,19.209896883686728
2010-04-02,17639.1796875,17793.009765625,17488.55078125,17692.619140625,54000,16858.710514795643,15827.461004724908,15486.691175566692,62.3931736716893,0.38737009830599334,429.98634368061175,427.74842120248695,2.2379224781248013,0.8300859777626155,12.925146861098929,14.752780087919588,10.896757843893464,17.40883242130695,26.554584518920137,18.522824034163364
2010-04-09,17693.66015625,18047.859375,17679.33984375,17933.140625,62400,16961.037191957963,15910.036676108244,15535.135719119826,64.35979420475294,1.9666205330636473,466.20383023223985,435.43950300843755,30.764327223802297,0.8911521009198068,13.807494486096259,14.776927989805158,11.041336579870135,17.829875716019632,28.452241807351363,17.69771498633606
2010-04-16,17874.16015625,17995.25,17529.55078125,17591.1796875,46800,17021.050762961968,15975.963853025569,15575.849461067948,59.58862767182221,-4.771166532930735,461.9875545364266,440.7491133140354,21.238441222391202,0.7229122576007787,13.908459399042794,14.758871950678154,-10.753659849198824,17.863808536027047,26.82598365463708,18.524590453138778
2010-04-23,17584.859375,17778.33984375,17276.80078125,17694.19921875,70600,17085.160139703683,16043.345632073586,15617.796981022047,60.53774431421835,0.9491166423961417,461.63747146094465,444.92678494341726,16.710686517527392,0.7472455234641932,14.25448296689491,14.785986777799135,11.16479958768697,17.315533057956795,25.158211575952077,20.505967048201885
2010-04-30,17692.259765625,17826.48046875,17344.580078125,17558.7109375,67000,17130.260215684284,16102.771722482466,15656.230920754284,58.58880864418606,-1.9489356700322915,445.294181983445,445.00026435142286,0.2939176320221577,0.6801089775420197,14.433937291445886,14.760272510586304,-11.112462823634855,16.895449676355458,24.241393210970106,19.2665373189202
2010-05-07,17536.859375,17536.859375,16684.130859375,16769.109375,86000,17095.864897523876,16128.902610816487,15678.26811786806,48.740678316025274,-9.848130328160785,364.4268740511252,428.8855862913633,-64.45871224023813,0.35912243717030046,14.397265245191429,14.726266400559927,-11.362114203075018,16.226236905111726,21.680254948925448,25.209390455531643
2010-05-14,16799.490234375,17389.150390625,16799.490234375,16994.599609375,91800,17086.22058436684,16162.851512720743,15704.334087996911,51.26025066689183,2.5195723508665537,314.90410876595706,406.0892907862821,-91.18518202032504,0.45790914904932933,14.363609001347871,14.762524850378789,11.427378469795439,15.60482504609969,20.061971545459095,23.32768111762038
2010-05-21,16961.919921875,17000.33984375,16187.0302734375,16445.609375,105200,17025.20999299857,16173.94005633954,15719.012806551427,45.40817908052466,-5.852071586367167,228.72147785147172,370.6157281993201,-141.89425034784836,0.2589112364126211,14.633175937379232,14.720862074199832,-11.56362808494399,16.049565706626677,18.148384133531493,28.285443195666588
2010-05-28,16494.609375,16891.169921875,15960.150390625,16863.060546875,100000,17009.76718860585,16200.964389301715,15741.667217250904,50.07550701544342,4.6673279349187595,191.89390918939534,334.8713643973351,-142.97745520793978,0.4389133610259896,14.44158072332068,14.7605057466483,11.51293546492023,16.787076004708542,16.238888822340314,27.87336878865951
2010-06-04,16872.169921875,17150.419921875,16318.3896484375,17117.689453125,109400,17020.045499512435,16236.91439180459,15768.915182317718,52.73018206881716,2.6546750533737367,181.16585322406536,304.13026216268116,-122.9644089386158,0.5524569789127666,14.178134192163366,14.802148284087183,11.602775309696066,16.869353945481688,17.610778046983103,25.31039279582953
2010-06-11,17069.76953125,17131.560546875,16560.640625,17064.94921875,139400,17024.322044201726,16269.38634580245,15794.57922264311,52.11208710213032,-0.61809496668684,166.48891485979038,276.601992702103,-110.11307784231263,0.5263295145898168,14.15588241409083,14.748776787311577,-11.845109950883979,16.945754890485322,16.490297500668085,23.700026537640433
2010-06-18,17118.740234375,17721.990234375,17118.740234375,17570.8203125,116600,17076.36949832537,16320.422971947453,15829.752313531364,57.284189124136596,5.172102022006278,193.44696874977672,259.97098791163774,-66.52401916186102,0.7137541594190523,13.945133372830771,14.793611467429338,11.666513129191083,15.75403203875855,21.853113685705512,21.96776442538845
2010-06-25,17654.810546875,17919.619140625,17546.73046875,17574.529296875,93800,17123.81328866343,16369.60361214069,15864.302352805495,57.320585609543514,0.03639648540691809,212.65930067925365,250.50865046516094,-37.84934978590729,0.7005563530145972,12.300776473055475,14.828274792719995,11.448930795918299,14.977152610985412,23.18498725983673,21.028382841644977
2010-07-02,17577.66015625,17794.80078125,17373.779296875,17460.94921875,90000,17155.9214724812,16412.401479066546,15895.919122428159,55.75391391744331,-1.5666716921002006,216.22771062338143,243.65246249680504,-27.424751873423617,0.6275871703340367,11.113622503013804,14.795039340731016,-11.407576060361786,13.910543506342512,22.03905511648402,22.019393969260864
2010-07-09,17473.830078125,17857.580078125,17395.580078125,17833.5390625,78800,17220.45648105442,16468.132364691388,15934.287834112749,59.64996650338017,3.8960525859368573,246.2816066836167,244.1782913341674,2.1033153494493035,0.807804664975806,10.040425472040267,14.824198503801632,11.274680966120778,13.046461648242055,21.57271615531762,20.804253254458445
2010-07-16,17875.970703125,18167.220703125,17855.849609375,17955.8203125,75000,17290.491131668285,16526.473068527022,15974.318180219427,60.867826760016534,1.2178602566363637,276.77610807914243,250.69785468316243,26.07825339598,0.8557034943380709,9.393990681812008,14.851183401846022,11.225256725762893,12.846662170248276,24.50402104232845,19.94801256169434
2010-07-23,17914.119140625,18237.560546875,17848.0703125,18130.98046875,69800,17370.537735199876,16589.394927359295,16017.024364150724,62.608765540822326,1.7409387808057915,311.48655772715574,262.8555952919611,48.63096243519465,0.906691467711102,9.858633584643515,14.875659526584519,11.153403615295403,12.793106184559079,24.187006560501516,18.96674921231797
2010-07-30,18056.240234375,18194.08984375,17838.919921875,17868.2890625,73600,17417.942623514173,16639.547638541284,16053.68307104873,58.411710351805745,-4.197055189016581,314.17621028355643,273.11971829028016,41.05649199327627,0.730468317917247,9.964914351160845,14.84983353888302,-11.206413891581187,12.720350083936106,23.072445505411228,18.211463108579178
2010-08-06,17911.310546875,18295.4296875,17911.310546875,18143.990234375,56000,17487.09001502473,16698.54538739751,16095.075292104695,61.34084493886202,2.929134587056275,334.69638813077836,285.4350522583798,49.26133587239855,0.8531133792974521,10.498165992052831,14.869544151763563,10.933124826700707,12.861763735309093,23.109207263937098,17.1857863106669
2010-08-13,18141.109375,18309.25,17914.779296875,18167.029296875,87200,17551.846137105706,16756.132991690745,16136.104084278364,61.58433848647204,0.24349354761002218,348.7971206249749,298.10746593169887,50.689654693276054,0.8353220489049784,10.986368345315766,14.899483208142033,11.375971077721223,13.022605944794137,22.06927024746836,16.274207740157717
2010-08-20,18169.80078125,18475.26953125,17997.4609375,18401.8203125,72400,17632.79605857183,16820.66974936954,16180.969752163941,64.06813607264903,2.4837975861769834,374.59957473011673,313.4058876913825,61.193687038734254,0.9082667656845502,11.786085544769527,14.923677389600902,11.189975390433117,13.529695097322335,22.889625034760037,15.221050512222053
2010-08-27,18400.330078125,18454.380859375,17944.16015625,17998.41015625,68000,17667.61644882689,16866.855647678578,16216.958671056735,57.22234595670552,-6.845790115943508,358.36536448793413,322.39778305069285,35.96758143724128,0.7106945269695804,11.842256101322766,14.900970397800581,-11.127277689932466,13.829035630836804,21.304194292507844,14.890353075106605
2010-09-03,18063.48046875,18355.83984375,17819.990234375,18221.4296875,65200,17720.36056679576,16919.97619825981,16256.65116643185,59.78089998957465,2.5585540328691323,359.35304995929255,329.78883643241284,29.564213526879712,0.7917590560417671,12.267813868479847,14.92275250379965,11.08523008522044,13.705408057263018,19.75649025263026,15.492035612823743
2010-09-10,18124.2890625,18823.169921875,18124.2890625,18799.66015625,66200,17823.15100388664,16993.689294651584,16307.007780091613,65.53637692614053,5.755476936565884,402.1583332350383,344.2627357929379,57.89559744210038,0.9799452195432601,13.608765606810602,14.944393693044926,11.10045084755119,14.608891526862312,24.11864260162659,14.057606485789176
2010-09-17,18845.310546875,19639.1796875,18845.310546875,19594.75,87000,17991.8747178022,17095.69167525348,16372.111586426432,71.5625263763533,6.02614945021277,494.53820557945437,374.31782975024123,120.22037582921314,1.1283441844898168,16.551596644946013,14.972140465324179,11.373674891823535,16.677187436126328,31.935905463233365,12.553904508409389
